Authors,Title,Publication,Volume,Number,Pages,Year,Publisher
"Even, Melvin; Basset, Jean; Bénard, Pierre; Barla, Pascal; ",Motion and Layout Depiction Using 2D/3D Animation Tools,Vision and Depiction 2024,,,,2024,
